expense_id,date,amount,category,payment_method
555,2023-11-06,3228.8,Living Expenses,Mobile Payment
556,2023-05-13,1438.87,Groceries,Cash
557,2023-12-15,1855.5,Entertainment,Mobile Payment
558,2022-05-12,1034.87,Transportation,Mobile Payment
559,2022-08-10,2987.07,Dine Out,Mobile Payment
560,2022-09-22,4753.68,Dine Out,Mobile Payment
561,2022-02-16,8883.45,Utilities,Debit Card
562,2022-11-06,789.74,Charity,Credit Card
563,2023-07-30,4154.71,Utilities,Cash
564,2022-11-11,5481.61,Medical,Debit Card
565,2023-07-19,3712.6,Utilities,Credit Card
566,2022-08-11,4183.11,Charity,Cash
567,2023-09-26,4583.6,Charity,Debit Card
568,2023-02-25,619.13,Entertainment,Cash
569,2022-06-24,2788.71,Groceries,Cash
570,2022-02-28,8558.05,Groceries,Cash
571,2022-03-23,9174.62,Groceries,Cash
572,2022-06-08,7197.13,Transportation,Debit Card
573,2023-06-04,5758.64,Utilities,Credit Card
574,2022-02-15,4381.03,Living Expenses,Credit Card
575,2023-11-30,7603.43,Utilities,Cash
576,2023-12-06,2428.9,Medical,Credit Card
577,2023-07-08,3147.88,Groceries,Debit Card
578,2022-04-05,3533.41,Dine Out,Mobile Payment
579,2022-09-06,9190.45,Entertainment,Mobile Payment
580,2023-11-10,9879.01,Entertainment,Credit Card
581,2022-10-12,7468.94,Groceries,Cash
582,2023-10-15,5433.93,Clothing,Cash
583,2022-10-23,2939.71,Medical,Debit Card
584,2022-06-22,4621.93,Transportation,Debit Card
585,2023-05-09,2478.78,Dine Out,Mobile Payment
586,2023-06-16,4862.32,Entertainment,Debit Card
587,2023-01-15,7952.72,Transportation,Debit Card
588,2023-10-31,2600.64,Living Expenses,Mobile Payment
589,2022-05-29,9818.95,Entertainment,Cash
590,2022-06-19,4186.43,Dine Out,Debit Card
591,2023-04-01,7202.48,Groceries,Mobile Payment
592,2022-10-22,4816.99,Medical,Cash
593,2023-02-20,8388.33,Living Expenses,Credit Card
594,2022-09-19,7754.64,Groceries,Cash
595,2022-01-31,3446.29,Living Expenses,Cash
596,2023-09-28,4414.59,Dine Out,Cash
597,2023-09-23,1427.68,Utilities,Debit Card
598,2023-05-14,6593.77,Medical,Cash
599,2022-01-23,2503.27,Entertainment,Mobile Payment
600,2023-02-11,7050.93,Living Expenses,Debit Card
601,2022-06-23,9774.01,Dine Out,Cash
602,2023-05-21,679.83,Entertainment,Cash
603,2023-08-17,741.58,Charity,Debit Card
604,2023-06-12,5525.25,Medical,Credit Card
605,2022-08-07,2639.94,Entertainment,Cash
606,2023-07-04,2002.34,Charity,Debit Card
607,2022-11-04,8567.49,Charity,Cash
608,2023-11-25,7625.54,Clothing,Credit Card
609,2023-08-09,956.77,Living Expenses,Cash
610,2023-01-29,637.98,Dine Out,Mobile Payment
611,2023-10-21,2246.22,Living Expenses,Debit Card
612,2022-08-04,8435.49,Groceries,Mobile Payment
613,2022-05-10,9329.84,Transportation,Cash
614,2023-01-30,6523.42,Clothing,Debit Card
615,2022-03-08,57.72,Transportation,Debit Card
616,2022-03-13,3843.84,Utilities,Credit Card
617,2023-02-04,242.06,Living Expenses,Cash
618,2023-10-29,4614.59,Medical,Debit Card
619,2022-06-04,2362.84,Transportation,Debit Card
620,2023-09-01,2546.64,Charity,Credit Card
621,2022-10-11,4889.21,Living Expenses,Cash
622,2023-05-16,5148.91,Utilities,Cash
623,2022-05-30,1778.26,Living Expenses,Mobile Payment
624,2022-05-09,5100.09,Living Expenses,Debit Card
625,2022-05-21,5011.92,Living Expenses,Debit Card
626,2023-04-13,6162.39,Charity,Cash
627,2023-06-01,8711.74,Groceries,Mobile Payment
628,2022-05-31,4481.79,Dine Out,Cash
629,2023-12-08,2658.35,Charity,Debit Card
630,2023-12-29,1087.39,Clothing,Mobile Payment
631,2022-05-31,3139.09,Transportation,Debit Card
632,2023-05-04,8878.01,Medical,Mobile Payment
633,2023-01-17,8286.83,Charity,Mobile Payment
634,2022-10-28,7138.93,Charity,Credit Card
635,2023-11-04,4323.5,Clothing,Debit Card
636,2023-09-13,8552.58,Utilities,Debit Card
637,2022-04-05,8163.41,Dine Out,Cash
638,2023-06-02,6208.8,Utilities,Debit Card
639,2022-01-29,2157.05,Groceries,Mobile Payment
640,2023-08-19,3565.45,Living Expenses,Mobile Payment
641,2022-08-07,6984.7,Medical,Cash
642,2023-09-09,3978.41,Transportation,Cash
643,2022-07-14,3883.79,Transportation,Debit Card
644,2023-11-22,9861.15,Medical,Cash
645,2022-02-09,4851.02,Living Expenses,Cash
646,2023-12-12,6316.02,Groceries,Debit Card
647,2023-08-20,1654.83,Dine Out,Debit Card
648,2022-09-26,6857.04,Medical,Cash
649,2022-08-16,1802.7,Dine Out,Credit Card
650,2023-07-03,3120.17,Medical,Credit Card
651,2023-04-18,8990.79,Medical,Mobile Payment
652,2023-05-16,9965.62,Medical,Debit Card
653,2023-08-05,1900.12,Utilities,Credit Card
654,2022-02-13,658.04,Transportation,Credit Card
655,2023-08-30,5653.28,Transportation,Debit Card
656,2022-02-26,2079.59,Clothing,Mobile Payment
657,2023-08-09,9965.93,Utilities,Debit Card
658,2023-10-26,5762.05,Utilities,Debit Card
659,2022-12-17,5697.91,Transportation,Cash
660,2023-10-16,1699.74,Dine Out,Debit Card
661,2023-10-11,9096.7,Medical,Credit Card
662,2022-06-05,9178.86,Entertainment,Credit Card
663,2023-01-28,3888.2,Dine Out,Cash
664,2023-04-29,3508.1,Utilities,Cash
665,2022-10-09,4771.61,Entertainment,Mobile Payment
666,2023-09-12,6291.42,Clothing,Credit Card
667,2023-03-18,7444.97,Groceries,Mobile Payment
668,2023-04-23,6393.64,Utilities,Debit Card
669,2023-02-26,8847.78,Groceries,Credit Card
670,2023-06-01,7931.85,Utilities,Cash
671,2023-11-20,3029.72,Utilities,Credit Card
672,2023-11-08,5092.16,Transportation,Debit Card
673,2022-06-24,2983.28,Transportation,Credit Card
674,2023-10-11,4834.11,Medical,Credit Card
675,2023-10-28,2423.62,Entertainment,Debit Card
676,2022-10-17,8808.37,Charity,Debit Card
677,2023-01-22,3686.38,Groceries,Mobile Payment
678,2023-12-18,1619.08,Transportation,Mobile Payment
679,2022-12-14,9380.25,Transportation,Credit Card
680,2023-11-24,5642.64,Medical,Debit Card
681,2022-10-01,156.74,Entertainment,Cash
682,2022-07-01,1033.62,Medical,Debit Card
683,2023-11-24,1787.77,Transportation,Cash
684,2022-10-02,778.08,Medical,Debit Card
685,2023-01-13,6520.85,Dine Out,Mobile Payment
686,2023-02-28,6768.08,Clothing,Debit Card
687,2022-05-22,2557.47,Entertainment,Credit Card
688,2023-02-27,637.75,Medical,Cash
689,2022-09-19,8787.97,Dine Out,Credit Card
690,2023-05-06,5460.3,Medical,Credit Card
691,2022-10-03,6783.31,Utilities,Cash
692,2022-07-20,9845.43,Living Expenses,Mobile Payment
693,2022-12-15,2178.4,Utilities,Credit Card
694,2022-09-30,3823.26,Groceries,Debit Card
695,2023-01-09,8148.77,Living Expenses,Credit Card
696,2023-11-04,7730.52,Groceries,Debit Card
697,2023-07-05,2092.93,Groceries,Credit Card
698,2023-03-24,4613.45,Medical,Cash
699,2023-10-22,8594.17,Charity,Mobile Payment
700,2023-08-12,8282.81,Medical,Debit Card
701,2023-08-30,3724.84,Charity,Debit Card
702,2022-07-02,3800.72,Charity,Credit Card
703,2023-06-24,4121.45,Dine Out,Credit Card
704,2022-07-24,9989.48,Groceries,Cash
705,2023-11-24,831.76,Living Expenses,Mobile Payment
706,2023-07-14,6216.15,Medical,Debit Card
707,2022-11-20,4530.93,Dine Out,Cash
708,2023-10-23,5959.78,Groceries,Mobile Payment
709,2022-05-12,1743.76,Medical,Mobile Payment
710,2023-05-20,7640.4,Living Expenses,Credit Card
711,2023-08-07,6269.36,Transportation,Mobile Payment
712,2023-03-10,3956.38,Living Expenses,Debit Card
713,2023-07-06,1528.51,Medical,Credit Card
714,2023-02-01,3502.63,Groceries,Debit Card
715,2023-12-07,9647.23,Entertainment,Debit Card
716,2023-11-25,8535.36,Dine Out,Debit Card
717,2023-02-06,5086.96,Utilities,Debit Card
718,2023-08-08,9869.18,Clothing,Cash
719,2022-02-21,2047.43,Charity,Cash
720,2022-11-14,3385.95,Medical,Cash
721,2022-08-22,6012.75,Charity,Credit Card
722,2022-04-01,1847.34,Entertainment,Credit Card
723,2023-12-16,9086.28,Living Expenses,Debit Card
724,2022-06-22,668.87,Groceries,Cash
725,2022-09-05,3007.95,Utilities,Credit Card
726,2022-03-24,6290.43,Dine Out,Debit Card
727,2022-02-17,1218.66,Dine Out,Mobile Payment
728,2023-01-22,7431.32,Clothing,Cash
729,2022-06-11,9374.73,Charity,Mobile Payment
730,2022-08-04,7433.71,Living Expenses,Mobile Payment
731,2023-06-04,6637.89,Clothing,Mobile Payment
732,2023-08-24,1775.37,Utilities,Mobile Payment
733,2023-02-28,9564.11,Transportation,Mobile Payment
734,2022-09-12,2325.23,Utilities,Credit Card
735,2022-07-01,8631.31,Groceries,Debit Card
736,2022-06-20,7752.19,Transportation,Cash
737,2022-01-06,8441.62,Utilities,Credit Card
738,2022-02-17,8481.7,Groceries,Debit Card
739,2023-12-01,5008.18,Clothing,Cash
740,2023-12-17,5487.92,Charity,Cash
741,2023-02-13,4044.75,Transportation,Debit Card
742,2022-11-19,6957.38,Dine Out,Credit Card
743,2022-10-22,2632.36,Charity,Mobile Payment
744,2023-03-06,3137.04,Charity,Debit Card
745,2022-11-21,2562.41,Medical,Mobile Payment
746,2023-09-20,5158.42,Transportation,Mobile Payment
747,2022-11-09,3339.14,Utilities,Debit Card
748,2022-01-27,5147.68,Charity,Debit Card
749,2023-01-20,6454.39,Dine Out,Debit Card
750,2022-03-04,5884.3,Clothing,Credit Card
751,2022-10-05,9317.94,Utilities,Cash
752,2022-12-18,140.2,Dine Out,Cash
753,2023-07-23,2781.13,Dine Out,Mobile Payment
754,2022-10-14,5599.99,Transportation,Mobile Payment
755,2023-02-28,925.46,Utilities,Cash
756,2022-01-24,6717.87,Transportation,Debit Card
757,2022-09-29,8286.71,Living Expenses,Cash
758,2022-01-07,3013.49,Living Expenses,Cash
759,2023-06-20,5210.94,Charity,Debit Card
760,2022-09-20,9063.61,Medical,Credit Card
761,2023-04-12,2728.22,Medical,Debit Card
762,2023-04-27,2227.08,Entertainment,Mobile Payment
763,2022-05-07,2695.24,Transportation,Debit Card
764,2022-12-29,4486.91,Living Expenses,Debit Card
765,2023-03-03,4584.15,Transportation,Credit Card
766,2023-01-08,6958.82,Medical,Debit Card
767,2022-12-13,348.41,Medical,Debit Card
768,2023-11-05,5445.37,Utilities,Credit Card
769,2022-03-20,3387.97,Medical,Debit Card
770,2023-07-11,5322.51,Clothing,Cash
771,2022-08-03,5274.65,Entertainment,Credit Card
772,2023-03-14,7997.1,Groceries,Mobile Payment
773,2023-06-18,493.78,Charity,Debit Card
774,2022-08-27,8425.26,Clothing,Cash
775,2023-12-11,361.71,Medical,Credit Card
776,2022-02-21,5626.11,Transportation,Debit Card
777,2022-12-06,5173.79,Living Expenses,Debit Card
778,2023-05-02,9259.03,Charity,Mobile Payment
779,2023-01-06,4388.99,Utilities,Debit Card
780,2022-08-21,7716.49,Charity,Debit Card
781,2022-10-01,2073.62,Utilities,Cash
782,2022-10-25,4647.44,Living Expenses,Debit Card
783,2023-07-03,5562.86,Transportation,Debit Card
784,2023-02-01,1262.18,Entertainment,Debit Card
785,2022-01-19,7449.51,Charity,Credit Card
786,2022-10-15,9560.16,Living Expenses,Mobile Payment
787,2023-12-25,624.02,Utilities,Credit Card
788,2022-06-14,6141.38,Dine Out,Mobile Payment
789,2022-01-08,9834.83,Medical,Mobile Payment
790,2023-05-22,5364.88,Transportation,Cash
791,2022-01-29,7867.9,Transportation,Cash
792,2023-07-08,4944.61,Transportation,Mobile Payment
793,2023-04-18,6549.84,Utilities,Mobile Payment
794,2022-07-25,3787.45,Groceries,Credit Card
795,2022-09-02,5557.51,Medical,Cash
796,2022-06-16,4652.76,Clothing,Credit Card
797,2023-09-05,5549.72,Entertainment,Credit Card
798,2023-11-30,403.57,Groceries,Cash
799,2022-01-04,6316.69,Dine Out,Credit Card
800,2022-01-28,860.21,Charity,Credit Card
801,2023-11-26,9090.03,Dine Out,Cash
802,2022-05-22,3139.04,Medical,Debit Card
803,2023-05-08,284.72,Dine Out,Cash
804,2023-01-20,1462.49,Utilities,Credit Card
805,2022-10-29,1823.27,Medical,Debit Card
806,2022-08-11,7067.33,Clothing,Credit Card
807,2022-12-18,4758.13,Utilities,Cash
808,2023-04-19,5078.65,Utilities,Cash
809,2023-04-25,6322.64,Charity,Credit Card
810,2023-01-13,8373.55,Transportation,Credit Card
811,2022-10-22,9521.72,Living Expenses,Debit Card
812,2022-09-27,1739.96,Groceries,Debit Card
813,2022-01-17,8039.05,Entertainment,Debit Card
814,2022-10-28,6149.55,Groceries,Debit Card
815,2022-11-08,5704.15,Dine Out,Cash
816,2023-05-29,8308.1,Living Expenses,Mobile Payment
817,2023-12-18,6144.87,Clothing,Cash
818,2023-04-15,7984.84,Groceries,Debit Card
819,2022-08-14,8860.92,Medical,Credit Card
820,2023-08-10,15.39,Living Expenses,Cash
821,2023-05-13,8393.94,Transportation,Cash
822,2023-03-11,931.74,Entertainment,Debit Card
823,2023-01-08,2820.16,Dine Out,Mobile Payment
824,2023-09-11,6184.81,Charity,Mobile Payment
825,2023-06-11,3137.18,Clothing,Mobile Payment
826,2022-11-02,7414.15,Dine Out,Mobile Payment
827,2023-10-06,705.66,Dine Out,Mobile Payment
828,2023-01-23,1032.13,Medical,Mobile Payment
829,2022-04-27,1144.84,Clothing,Mobile Payment
830,2023-09-03,5688.85,Medical,Cash
831,2022-05-24,2481.04,Living Expenses,Mobile Payment
832,2022-12-12,8061.46,Transportation,Debit Card
833,2022-03-19,3202.22,Entertainment,Credit Card
834,2022-05-24,7783.04,Utilities,Debit Card
835,2023-03-14,6586.56,Living Expenses,Credit Card
836,2022-07-09,7686.44,Living Expenses,Debit Card
837,2023-03-12,6100.69,Entertainment,Credit Card
838,2023-06-17,622.92,Transportation,Cash
839,2022-01-17,3863.5,Living Expenses,Cash
840,2022-06-23,7860.47,Clothing,Credit Card
841,2023-11-25,8677.69,Utilities,Credit Card
842,2022-02-09,7740.44,Clothing,Debit Card
843,2023-08-12,5225.31,Entertainment,Mobile Payment
844,2022-12-28,336.91,Groceries,Credit Card
845,2022-10-19,3214.08,Living Expenses,Mobile Payment
846,2023-10-14,4202.33,Entertainment,Debit Card
847,2022-01-21,5704.76,Transportation,Debit Card
848,2022-08-02,9200.71,Entertainment,Cash
849,2022-04-04,5751.54,Utilities,Cash
850,2023-08-26,2585.29,Transportation,Mobile Payment
851,2023-11-25,1479.2,Transportation,Cash
852,2023-08-29,3338.78,Utilities,Credit Card
853,2023-09-15,293.65,Medical,Credit Card
854,2022-02-12,7485.57,Medical,Cash
855,2022-12-20,6137.46,Transportation,Credit Card
856,2023-10-16,4960.66,Utilities,Credit Card
857,2023-09-26,5636.02,Charity,Cash
858,2022-05-03,4004.95,Utilities,Credit Card
859,2023-10-25,8358.46,Medical,Debit Card
860,2023-11-03,9341.38,Groceries,Cash
861,2022-07-28,1392.58,Clothing,Mobile Payment
862,2022-08-27,2426.76,Entertainment,Debit Card
863,2023-05-18,3440.59,Charity,Cash
864,2023-11-18,3231.46,Groceries,Credit Card
865,2022-06-05,7272.48,Clothing,Credit Card
866,2023-07-05,9016.64,Transportation,Credit Card
867,2022-12-30,4515.38,Living Expenses,Debit Card
868,2022-04-23,361.34,Charity,Debit Card
869,2022-08-14,3844.51,Transportation,Mobile Payment
870,2023-11-07,9941.8,Transportation,Credit Card
871,2023-02-26,2106.74,Medical,Cash
872,2023-06-14,6470.19,Clothing,Credit Card
873,2022-07-16,7633.36,Medical,Cash
874,2023-06-06,3723.07,Clothing,Mobile Payment
875,2023-11-26,7923.6,Dine Out,Debit Card
876,2023-04-29,7575.83,Transportation,Cash
877,2023-12-07,3183.27,Transportation,Credit Card
878,2022-12-12,9037.42,Clothing,Cash
879,2023-12-20,6058.48,Clothing,Cash
880,2023-03-02,9788.79,Charity,Cash
881,2022-03-25,7712.17,Charity,Credit Card
882,2022-11-17,6234.82,Transportation,Cash
883,2023-01-23,1947.6,Dine Out,Mobile Payment
884,2022-06-26,5510.74,Clothing,Debit Card
885,2023-01-11,2645.25,Charity,Debit Card
886,2022-11-09,8467.56,Medical,Credit Card
887,2023-03-02,8756.44,Transportation,Mobile Payment
888,2023-08-13,9849.09,Groceries,Mobile Payment
889,2023-01-24,3458.6,Clothing,Credit Card
890,2022-10-03,4744.19,Utilities,Cash
891,2023-02-03,8538.05,Clothing,Mobile Payment
892,2022-01-17,9476.72,Medical,Debit Card
893,2022-11-25,4704.16,Charity,Cash
894,2022-01-01,8736.22,Medical,Cash
895,2022-08-14,7856.23,Living Expenses,Credit Card
896,2022-01-21,2106.66,Clothing,Credit Card
897,2022-09-19,7021.9,Groceries,Cash
898,2023-06-12,2336.53,Groceries,Debit Card
899,2022-08-16,6505.57,Living Expenses,Debit Card
900,2022-10-24,8116.29,Entertainment,Debit Card
901,2022-01-20,2513.27,Entertainment,Cash
902,2022-03-17,3699.4,Utilities,Credit Card
903,2023-04-22,4873.56,Dine Out,Credit Card
904,2023-03-04,5587.43,Medical,Credit Card
905,2023-07-10,8617.04,Transportation,Mobile Payment
906,2023-04-15,4314.43,Entertainment,Cash
907,2022-11-07,8100.84,Medical,Credit Card
908,2023-02-18,5126.16,Dine Out,Credit Card
909,2023-10-14,9421.27,Living Expenses,Credit Card
910,2022-12-09,509.77,Charity,Cash
911,2022-08-17,8340.11,Entertainment,Cash
912,2022-08-17,4978.19,Groceries,Credit Card
913,2022-03-21,7231.6,Entertainment,Mobile Payment
914,2022-07-14,3162.12,Dine Out,Debit Card
915,2023-09-29,8752.82,Entertainment,Mobile Payment
916,2022-02-18,4745.16,Utilities,Debit Card
917,2022-06-01,9751.09,Medical,Mobile Payment
918,2023-11-02,5902.72,Clothing,Credit Card
919,2022-01-22,2211.92,Entertainment,Mobile Payment
920,2023-01-18,2700.04,Utilities,Debit Card
921,2022-05-19,1003.49,Living Expenses,Cash
922,2023-10-15,7491.98,Groceries,Credit Card
923,2022-02-07,5600.73,Clothing,Credit Card
924,2022-11-05,5935.98,Charity,Cash
925,2022-07-22,8822.22,Living Expenses,Cash
926,2022-01-16,4180.42,Transportation,Debit Card
927,2022-03-14,3570.93,Groceries,Mobile Payment
928,2022-05-12,3158.06,Clothing,Cash
929,2023-01-19,8210.33,Clothing,Debit Card
930,2022-03-27,4352.58,Transportation,Mobile Payment
931,2023-11-04,9772.3,Dine Out,Debit Card
932,2023-12-17,3534.07,Groceries,Cash
933,2023-07-06,2568.35,Entertainment,Credit Card
934,2023-05-16,2409.05,Entertainment,Debit Card
935,2023-10-27,8987.69,Dine Out,Debit Card
936,2023-08-04,7936.27,Dine Out,Mobile Payment
937,2022-09-06,9017.2,Medical,Credit Card
938,2022-06-03,2762.07,Utilities,Debit Card
939,2022-03-02,2307.51,Dine Out,Cash
940,2022-09-24,9233.62,Groceries,Mobile Payment
941,2022-01-01,7360.42,Groceries,Debit Card
942,2022-11-04,916.58,Clothing,Credit Card
943,2022-03-03,4778.16,Living Expenses,Debit Card
944,2022-07-30,7069.81,Charity,Credit Card
945,2023-10-26,5483.71,Clothing,Credit Card
946,2022-02-21,2261.0,Clothing,Debit Card
947,2022-09-03,3642.39,Clothing,Credit Card
948,2022-03-14,2001.9,Clothing,Mobile Payment
949,2023-06-06,8473.76,Clothing,Credit Card
950,2023-10-19,2159.11,Living Expenses,Mobile Payment
951,2023-09-17,7887.87,Clothing,Debit Card
952,2022-04-24,3430.31,Dine Out,Debit Card
953,2022-12-04,2159.04,Dine Out,Debit Card
954,2022-01-10,7717.64,Transportation,Mobile Payment
955,2023-03-15,5612.96,Dine Out,Mobile Payment
956,2023-07-05,7342.97,Utilities,Cash
957,2023-07-21,519.0,Clothing,Mobile Payment
958,2022-11-06,8437.04,Clothing,Debit Card
959,2023-08-13,1527.86,Groceries,Mobile Payment
960,2023-03-02,7616.2,Transportation,Mobile Payment
961,2023-10-23,379.69,Groceries,Mobile Payment
962,2022-04-29,8321.89,Charity,Credit Card
963,2022-04-24,7149.89,Charity,Cash
964,2022-02-09,9267.42,Clothing,Cash
965,2023-12-03,3726.57,Dine Out,Mobile Payment
966,2022-03-13,4182.64,Utilities,Credit Card
967,2022-07-15,1561.96,Living Expenses,Mobile Payment
968,2023-08-28,3296.25,Utilities,Mobile Payment
969,2022-10-22,3737.92,Dine Out,Cash
970,2022-07-13,3846.11,Groceries,Credit Card
971,2022-12-22,5082.25,Entertainment,Cash
972,2023-08-11,6318.66,Dine Out,Credit Card
973,2022-02-24,9492.94,Entertainment,Debit Card
974,2023-09-11,2431.6,Transportation,Cash
975,2023-08-23,8420.37,Charity,Mobile Payment
976,2023-03-23,5735.11,Charity,Mobile Payment
977,2023-12-21,261.05,Living Expenses,Debit Card
978,2022-09-01,8488.39,Transportation,Cash
979,2023-12-18,9868.32,Groceries,Cash
980,2022-04-23,7841.28,Entertainment,Credit Card
981,2023-03-08,4381.46,Dine Out,Cash
982,2022-01-13,7215.59,Clothing,Debit Card
983,2023-04-22,2724.99,Charity,Debit Card
984,2023-05-30,3942.57,Dine Out,Cash
985,2022-08-24,1951.97,Clothing,Mobile Payment
986,2023-10-27,5463.92,Transportation,Debit Card
987,2022-01-11,6960.17,Groceries,Cash
988,2022-10-13,7545.05,Entertainment,Cash
989,2022-06-06,1866.87,Charity,Mobile Payment
990,2022-03-09,3881.56,Living Expenses,Credit Card
991,2022-09-10,7443.4,Charity,Cash
992,2023-09-18,107.15,Entertainment,Credit Card
993,2023-04-02,3342.04,Living Expenses,Debit Card
994,2023-06-08,3374.98,Medical,Debit Card
995,2022-09-22,5830.01,Charity,Credit Card
996,2022-08-17,2823.43,Groceries,Credit Card
997,2023-04-03,7390.74,Clothing,Debit Card
998,2022-04-18,6407.17,Entertainment,Cash
999,2022-02-28,6565.37,Living Expenses,Cash
1000,2022-02-10,4487.17,Utilities,Cash
